State,Scheme,Cycle,n_High,n_Medium,n_Low,p_High,p_Medium,p_Low,k_High,k_Medium,k_Low,OC_High,OC_Medium,OC_Low,pH_Alkaline,pH_Acidic,pH_Neutral,EC_NonSaline,EC_Saline,S_Sufficient,S_Deficient,Fe_Sufficient,Fe_Deficient,Zn_Sufficient,Zn_Deficient,Cu_Sufficient,Cu_Deficient,B_Sufficient,B_Deficient,Mn_Sufficient,Mn_Deficient,Latitude,Longitude,District,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
ARUNACHAL PRADESH,,2025-26,16.95,73.84,9.21,27.8,64.62,7.59,12.04,65.07,22.88,44.14,44.6,11.26,0.08,51.81,48.11,95.26,4.74,84.61,15.39,89.47,10.53,94.07,5.93,94.49,5.51,76.35,23.65,85.55,14.45,27.5,96.75,Miao ADC,0.31,1.47,5.03,27.75,9.62,8.65,18.76,7.65,12.83,3.35,0.75,0.41
ARUNACHAL PRADESH,,2025-26,16.95,73.84,9.21,27.8,64.62,7.59,12.04,65.07,22.88,44.14,44.6,11.26,0.08,51.81,48.11,95.26,4.74,84.61,15.39,89.47,10.53,94.07,5.93,94.49,5.51,76.35,23.65,85.55,14.45,27.75,91.75,Zemithang Circle,0.4,0.11,1.14,4.57,4.7,8.09,11.74,3.39,5.17,2.33,0.03,0.11
ARUNACHAL PRADESH,,2025-26,16.95,73.84,9.21,27.8,64.62,7.59,12.04,65.07,22.88,44.14,44.6,11.26,0.08,51.81,48.11,95.26,4.74,84.61,15.39,89.47,10.53,94.07,5.93,94.49,5.51,76.35,23.65,85.55,14.45,27.75,92.0,Thingbu Circle,0.22,0.07,0.97,3.77,3.67,7.34,10.14,3.3,4.69,1.97,0.01,0.05
ARUNACHAL PRADESH,,2025-26,16.95,73.84,9.21,27.8,64.62,7.59,12.04,65.07,22.88,44.14,44.6,11.26,0.08,51.81,48.11,95.26,4.74,84.61,15.39,89.47,10.53,94.07,5.93,94.49,5.51,76.35,23.65,85.55,14.45,27.75,92.25,Thingbu Circle,0.13,0.05,0.83,3.48,3.1,6.56,8.75,3.23,4.49,1.72,0.0,0.02
ARUNACHAL PRADESH,,2025-26,16.95,73.84,9.21,27.8,64.62,7.59,12.04,65.07,22.88,44.14,44.6,11.26,0.08,51.81,48.11,95.26,4.74,84.61,15.39,89.47,10.53,94.07,5.93,94.49,5.51,76.35,23.65,85.55,14.45,27.75,92.5,Nafra EAC,0.13,0.1,0.94,3.84,3.08,7.02,9.46,3.32,5.39,1.87,0.0,0.02
ARUNACHAL PRADESH,,2025-26,16.95,73.84,9.21,27.8,64.62,7.59,12.04,65.07,22.88,44.14,44.6,11.26,0.08,51.81,48.11,95.26,4.74,84.61,15.39,89.47,10.53,94.07,5.93,94.49,5.51,76.35,23.65,85.55,14.45,27.75,92.75,Sawa Circle,0.29,0.23,1.27,5.57,3.99,8.05,11.31,3.54,8.03,2.38,0.0,0.05
ARUNACHAL PRADESH,,2025-26,16.95,73.84,9.21,27.8,64.62,7.59,12.04,65.07,22.88,44.14,44.6,11.26,0.08,51.81,48.11,95.26,4.74,84.61,15.39,89.47,10.53,94.07,5.93,94.49,5.51,76.35,23.65,85.55,14.45,27.75,93.0,Sawa Circle,0.51,1.67,3.08,10.26,7.55,9.0,16.67,5.66,10.75,2.79,0.08,0.17
ARUNACHAL PRADESH,,2025-26,16.95,73.84,9.21,27.8,64.62,7.59,12.04,65.07,22.88,44.14,44.6,11.26,0.08,51.81,48.11,95.26,4.74,84.61,15.39,89.47,10.53,94.07,5.93,94.49,5.51,76.35,23.65,85.55,14.45,27.75,93.25,Phassang,0.94,4.05,6.14,17.12,13.12,11.58,27.52,9.02,15.05,4.0,0.2,0.36
ARUNACHAL PRADESH,,2025-26,16.95,73.84,9.21,27.8,64.62,7.59,12.04,65.07,22.88,44.14,44.6,11.26,0.08,51.81,48.11,95.26,4.74,84.61,15.39,89.47,10.53,94.07,5.93,94.49,5.51,76.35,23.65,85.55,14.45,27.75,93.5,Sangram SDO,0.74,5.06,6.69,17.33,14.12,10.38,27.58,10.5,11.77,3.55,0.25,0.39
ARUNACHAL PRADESH,,2025-26,16.95,73.84,9.21,27.8,64.62,7.59,12.04,65.07,22.88,44.14,44.6,11.26,0.08,51.81,48.11,95.26,4.74,84.61,15.39,89.47,10.53,94.07,5.93,94.49,5.51,76.35,23.65,85.55,14.45,27.75,93.75,Palin Circle,0.71,5.32,6.92,17.86,14.11,10.09,27.23,10.46,11.38,3.55,0.25,0.4
ARUNACHAL PRADESH,,2025-26,16.95,73.84,9.21,27.8,64.62,7.59,12.04,65.07,22.88,44.14,44.6,11.26,0.08,51.81,48.11,95.26,4.74,84.61,15.39,89.47,10.53,94.07,5.93,94.49,5.51,76.35,23.65,85.55,14.45,27.75,94.0,Kamporijo Circle,0.69,4.17,5.24,14.24,10.73,16.59,25.65,8.59,13.75,5.44,0.15,0.26
ARUNACHAL PRADESH,,2025-26,16.95,73.84,9.21,27.8,64.62,7.59,12.04,65.07,22.88,44.14,44.6,11.26,0.08,51.81,48.11,95.26,4.74,84.61,15.39,89.47,10.53,94.07,5.93,94.49,5.51,76.35,23.65,85.55,14.45,27.75,94.25,Raga ADC,0.8,3.13,3.7,12.0,5.47,17.23,13.56,2.6,14.92,5.34,0.07,0.21
ARUNACHAL PRADESH,,2025-26,16.95,73.84,9.21,27.8,64.62,7.59,12.04,65.07,22.88,44.14,44.6,11.26,0.08,51.81,48.11,95.26,4.74,84.61,15.39,89.47,10.53,94.07,5.93,94.49,5.51,76.35,23.65,85.55,14.45,27.75,94.5,Gensi EAC,0.82,2.8,3.4,12.61,5.92,14.45,12.89,3.02,13.96,4.63,0.11,0.22
ARUNACHAL PRADESH,,2025-26,16.95,73.84,9.21,27.8,64.62,7.59,12.04,65.07,22.88,44.14,44.6,11.26,0.08,51.81,48.11,95.26,4.74,84.61,15.39,89.47,10.53,94.07,5.93,94.49,5.51,76.35,23.65,85.55,14.45,27.75,94.75,Likabali SDO,0.75,2.87,3.49,15.02,8.57,8.03,17.81,6.26,13.62,3.4,0.2,0.2
ARUNACHAL PRADESH,,2025-26,16.95,73.84,9.21,27.8,64.62,7.59,12.04,65.07,22.88,44.14,44.6,11.26,0.08,51.81,48.11,95.26,4.74,84.61,15.39,89.47,10.53,94.07,5.93,94.49,5.51,76.35,23.65,85.55,14.45,27.75,96.0,Chongkham EAC,0.39,1.96,5.35,27.5,10.44,9.07,21.2,7.25,13.15,3.98,0.71,0.37
ARUNACHAL PRADESH,,2025-26,16.95,73.84,9.21,27.8,64.62,7.59,12.04,65.07,22.88,44.14,44.6,11.26,0.08,51.81,48.11,95.26,4.74,84.61,15.39,89.47,10.53,94.07,5.93,94.49,5.51,76.35,23.65,85.55,14.45,27.75,96.25,Chongkham EAC,0.39,1.87,5.26,27.87,10.28,9.02,21.19,7.18,13.21,3.92,0.73,0.37
ARUNACHAL PRADESH,,2025-26,16.95,73.84,9.21,27.8,64.62,7.59,12.04,65.07,22.88,44.14,44.6,11.26,0.08,51.81,48.11,95.26,4.74,84.61,15.39,89.47,10.53,94.07,5.93,94.49,5.51,76.35,23.65,85.55,14.45,27.75,96.5,Wakro Circle,0.33,1.61,5.13,27.75,9.85,8.73,19.56,7.47,12.92,3.53,0.74,0.4
ARUNACHAL PRADESH,,2025-26,16.95,73.84,9.21,27.8,64.62,7.59,12.04,65.07,22.88,44.14,44.6,11.26,0.08,51.81,48.11,95.26,4.74,84.61,15.39,89.47,10.53,94.07,5.93,94.49,5.51,76.35,23.65,85.55,14.45,27.75,96.75,Hawai HQ,0.31,1.48,5.04,27.74,9.63,8.63,18.78,7.65,12.82,3.36,0.75,0.41
ARUNACHAL PRADESH,,2025-26,16.95,73.84,9.21,27.8,64.62,7.59,12.04,65.07,22.88,44.14,44.6,11.26,0.08,51.81,48.11,95.26,4.74,84.61,15.39,89.47,10.53,94.07,5.93,94.49,5.51,76.35,23.65,85.55,14.45,27.75,97.0,Hawai HQ,0.31,1.47,5.03,27.75,9.62,8.39,18.12,7.66,12.83,3.35,0.75,0.41
ARUNACHAL PRADESH,,2025-26,16.95,73.84,9.21,27.8,64.62,7.59,12.04,65.07,22.88,44.14,44.6,11.26,0.08,51.81,48.11,95.26,4.74,84.61,15.39,89.47,10.53,94.07,5.93,94.49,5.51,76.35,23.65,85.55,14.45,28.0,92.75,Sarli Circle,0.25,1.13,2.06,7.27,5.44,6.23,11.64,4.66,6.75,1.98,0.06,0.11
ARUNACHAL PRADESH,,2025-26,16.95,73.84,9.21,27.8,64.62,7.59,12.04,65.07,22.88,44.14,44.6,11.26,0.08,51.81,48.11,95.26,4.74,84.61,15.39,89.47,10.53,94.07,5.93,94.49,5.51,76.35,23.65,85.55,14.45,28.0,93.0,Sarli Circle,0.59,3.53,5.08,14.29,11.16,8.36,21.27,8.13,10.26,2.7,0.18,0.32
ARUNACHAL PRADESH,,2025-26,16.95,73.84,9.21,27.8,64.62,7.59,12.04,65.07,22.88,44.14,44.6,11.26,0.08,51.81,48.11,95.26,4.74,84.61,15.39,89.47,10.53,94.07,5.93,94.49,5.51,76.35,23.65,85.55,14.45,28.0,93.25,Sarli Circle,0.74,5.0,6.69,17.37,14.1,10.42,27.4,10.42,11.95,3.48,0.25,0.4
ARUNACHAL PRADESH,,2025-26,16.95,73.84,9.21,27.8,64.62,7.59,12.04,65.07,22.88,44.14,44.6,11.26,0.08,51.81,48.11,95.26,4.74,84.61,15.39,89.47,10.53,94.07,5.93,94.49,5.51,76.35,23.65,85.55,14.45,28.0,93.5,Parsi-Parlo,0.71,5.4,7.05,18.17,14.44,9.33,26.92,10.55,10.88,3.25,0.26,0.43
ARUNACHAL PRADESH,,2025-26,16.95,73.84,9.21,27.8,64.62,7.59,12.04,65.07,22.88,44.14,44.6,11.26,0.08,51.81,48.11,95.26,4.74,84.61,15.39,89.47,10.53,94.07,5.93,94.49,5.51,76.35,23.65,85.55,14.45,28.0,93.75,Tali ADC,0.69,5.54,7.21,18.55,14.75,8.58,26.35,10.57,10.27,2.92,0.28,0.46
ARUNACHAL PRADESH,,2025-26,16.95,73.84,9.21,27.8,64.62,7.59,12.04,65.07,22.88,44.14,44.6,11.26,0.08,51.81,48.11,95.26,4.74,84.61,15.39,89.47,10.53,94.07,5.93,94.49,5.51,76.35,23.65,85.55,14.45,28.0,94.0,Chetam Peer Yapu Circle,0.66,4.77,6.02,15.86,10.94,14.32,23.18,7.79,13.15,4.7,0.16,0.32
ARUNACHAL PRADESH,,2025-26,16.95,73.84,9.21,27.8,64.62,7.59,12.04,65.07,22.88,44.14,44.6,11.26,0.08,51.81,48.11,95.26,4.74,84.61,15.39,89.47,10.53,94.07,5.93,94.49,5.51,76.35,23.65,85.55,14.45,28.0,94.25,Dumporijo ADC,0.71,3.33,4.17,11.66,5.52,17.56,13.18,2.22,15.66,5.54,0.05,0.24
ARUNACHAL PRADESH,,2025-26,16.95,73.84,9.21,27.8,64.62,7.59,12.04,65.07,22.88,44.14,44.6,11.26,0.08,51.81,48.11,95.26,4.74,84.61,15.39,89.47,10.53,94.07,5.93,94.49,5.51,76.35,23.65,85.55,14.45,28.0,94.5,Maro Circle,0.65,2.12,2.3,10.01,5.93,17.1,14.86,2.4,17.97,5.78,0.03,0.26
ARUNACHAL PRADESH,,2025-26,16.95,73.84,9.21,27.8,64.62,7.59,12.04,65.07,22.88,44.14,44.6,11.26,0.08,51.81,48.11,95.26,4.74,84.61,15.39,89.47,10.53,94.07,5.93,94.49,5.51,76.35,23.65,85.55,14.45,28.0,94.75,Basar ADC,0.53,1.99,2.24,10.58,8.5,15.05,23.2,4.41,24.57,6.28,0.01,0.34
ARUNACHAL PRADESH,,2025-26,16.95,73.84,9.21,27.8,64.62,7.59,12.04,65.07,22.88,44.14,44.6,11.26,0.08,51.81,48.11,95.26,4.74,84.61,15.39,89.47,10.53,94.07,5.93,94.49,5.51,76.35,23.65,85.55,14.45,28.0,95.0,Koyu EAC,0.47,2.26,2.37,15.64,10.37,16.23,34.72,5.71,27.68,6.78,0.04,0.34
ARUNACHAL PRADESH,,2025-26,16.95,73.84,9.21,27.8,64.62,7.59,12.04,65.07,22.88,44.14,44.6,11.26,0.08,51.81,48.11,95.26,4.74,84.61,15.39,89.47,10.53,94.07,5.93,94.49,5.51,76.35,23.65,85.55,14.45,28.0,95.25,Bilat Circle,0.75,3.63,4.91,28.59,14.06,13.32,41.6,7.17,22.77,8.65,0.45,0.16
ARUNACHAL PRADESH,,2025-26,16.95,73.84,9.21,27.8,64.62,7.59,12.04,65.07,22.88,44.14,44.6,11.26,0.08,51.81,48.11,95.26,4.74,84.61,15.39,89.47,10.53,94.07,5.93,94.49,5.51,76.35,23.65,85.55,14.45,28.0,95.5,Namsing Circle,0.97,4.32,5.89,35.32,15.79,12.71,46.95,6.93,22.19,9.79,0.67,0.1
ARUNACHAL PRADESH,,2025-26,16.95,73.84,9.21,27.8,64.62,7.59,12.04,65.07,22.88,44.14,44.6,11.26,0.08,51.81,48.11,95.26,4.74,84.61,15.39,89.47,10.53,94.07,5.93,94.49,5.51,76.35,23.65,85.55,14.45,28.0,95.75,Roing HQ,0.76,3.58,5.95,31.85,13.89,11.22,36.68,6.83,17.96,7.51,0.68,0.2
ARUNACHAL PRADESH,,2025-26,16.95,73.84,9.21,27.8,64.62,7.59,12.04,65.07,22.88,44.14,44.6,11.26,0.08,51.81,48.11,95.26,4.74,84.61,15.39,89.47,10.53,94.07,5.93,94.49,5.51,76.35,23.65,85.55,14.45,28.0,96.0,Koronu Circle,0.57,2.75,5.64,29.65,12.12,10.1,28.83,7.06,15.52,5.71,0.7,0.29
ARUNACHAL PRADESH,,2025-26,16.95,73.84,9.21,27.8,64.62,7.59,12.04,65.07,22.88,44.14,44.6,11.26,0.08,51.81,48.11,95.26,4.74,84.61,15.39,89.47,10.53,94.07,5.93,94.49,5.51,76.35,23.65,85.55,14.45,28.0,96.25,Tezu HQ,0.48,2.28,5.42,29.12,11.19,9.53,25.21,7.2,14.54,4.83,0.72,0.34
ARUNACHAL PRADESH,,2025-26,16.95,73.84,9.21,27.8,64.62,7.59,12.04,65.07,22.88,44.14,44.6,11.26,0.08,51.81,48.11,95.26,4.74,84.61,15.39,89.47,10.53,94.07,5.93,94.49,5.51,76.35,23.65,85.55,14.45,28.0,96.5,Hayuliang Circle,0.38,1.81,5.19,28.46,10.27,8.95,21.61,7.45,13.59,3.97,0.74,0.38
ARUNACHAL PRADESH,,2025-26,16.95,73.84,9.21,27.8,64.62,7.59,12.04,65.07,22.88,44.14,44.6,11.26,0.08,51.81,48.11,95.26,4.74,84.61,15.39,89.47,10.53,94.07,5.93,94.49,5.51,76.35,23.65,85.55,14.45,28.0,96.75,Manchal Circle,0.31,1.49,5.04,27.8,9.65,8.52,19.0,7.64,12.88,3.39,0.75,0.41
ARUNACHAL PRADESH,,2025-26,16.95,73.84,9.21,27.8,64.62,7.59,12.04,65.07,22.88,44.14,44.6,11.26,0.08,51.81,48.11,95.26,4.74,84.61,15.39,89.47,10.53,94.07,5.93,94.49,5.51,76.35,23.65,85.55,14.45,28.0,97.0,Walong Circle,0.31,1.47,5.03,27.75,9.62,8.39,18.12,7.66,12.83,3.35,0.75,0.41
ARUNACHAL PRADESH,,2025-26,16.95,73.84,9.21,27.8,64.62,7.59,12.04,65.07,22.88,44.14,44.6,11.26,0.08,51.81,48.11,95.26,4.74,84.61,15.39,89.47,10.53,94.07,5.93,94.49,5.51,76.35,23.65,85.55,14.45,28.0,97.25,Hawai HQ,0.31,1.47,5.03,27.75,9.62,8.39,18.12,7.66,12.83,3.35,0.75,0.41
ARUNACHAL PRADESH,,2025-26,16.95,73.84,9.21,27.8,64.62,7.59,12.04,65.07,22.88,44.14,44.6,11.26,0.08,51.81,48.11,95.26,4.74,84.61,15.39,89.47,10.53,94.07,5.93,94.49,5.51,76.35,23.65,85.55,14.45,28.25,93.0,Damin Circle,0.61,4.76,6.35,16.75,13.42,7.61,23.85,9.73,9.5,2.54,0.25,0.4
ARUNACHAL PRADESH,,2025-26,16.95,73.84,9.21,27.8,64.62,7.59,12.04,65.07,22.88,44.14,44.6,11.26,0.08,51.81,48.11,95.26,4.74,84.61,15.39,89.47,10.53,94.07,5.93,94.49,5.51,76.35,23.65,85.55,14.45,28.25,93.25,Damin Circle,0.67,5.35,6.96,17.97,14.59,8.52,26.46,10.66,10.14,2.93,0.27,0.44
ARUNACHAL PRADESH,,2025-26,16.95,73.84,9.21,27.8,64.62,7.59,12.04,65.07,22.88,44.14,44.6,11.26,0.08,51.81,48.11,95.26,4.74,84.61,15.39,89.47,10.53,94.07,5.93,94.49,5.51,76.35,23.65,85.55,14.45,28.25,93.5,Pipsorang Circle,0.72,5.37,7.04,17.89,14.1,9.65,26.09,10.17,10.84,3.27,0.26,0.43
ARUNACHAL PRADESH,,2025-26,16.95,73.84,9.21,27.8,64.62,7.59,12.04,65.07,22.88,44.14,44.6,11.26,0.08,51.81,48.11,95.26,4.74,84.61,15.39,89.47,10.53,94.07,5.93,94.49,5.51,76.35,23.65,85.55,14.45,28.25,93.75,Pipsorang Circle,0.73,5.43,7.15,17.66,13.36,11.55,25.5,9.47,12.11,3.91,0.23,0.39
ARUNACHAL PRADESH,,2025-26,16.95,73.84,9.21,27.8,64.62,7.59,12.04,65.07,22.88,44.14,44.6,11.26,0.08,51.81,48.11,95.26,4.74,84.61,15.39,89.47,10.53,94.07,5.93,94.49,5.51,76.35,23.65,85.55,14.45,28.25,94.0,Taliha ADC,0.95,5.25,7.83,15.25,11.2,12.66,20.56,6.88,14.45,4.43,0.17,0.35
ARUNACHAL PRADESH,,2025-26,16.95,73.84,9.21,27.8,64.62,7.59,12.04,65.07,22.88,44.14,44.6,11.26,0.08,51.81,48.11,95.26,4.74,84.61,15.39,89.47,10.53,94.07,5.93,94.49,5.51,76.35,23.65,85.55,14.45,28.25,94.25,Taliha ADC,0.95,4.01,6.32,11.53,8.27,16.89,15.29,3.45,21.25,6.5,0.04,0.24
ARUNACHAL PRADESH,,2025-26,16.95,73.84,9.21,27.8,64.62,7.59,12.04,65.07,22.88,44.14,44.6,11.26,0.08,51.81,48.11,95.26,4.74,84.61,15.39,89.47,10.53,94.07,5.93,94.49,5.51,76.35,23.65,85.55,14.45,28.25,94.5,Darak Circle,0.8,2.57,3.7,9.02,7.56,15.15,17.32,3.64,22.79,6.24,0.01,0.31
ARUNACHAL PRADESH,,2025-26,16.95,73.84,9.21,27.8,64.62,7.59,12.04,65.07,22.88,44.14,44.6,11.26,0.08,51.81,48.11,95.26,4.74,84.61,15.39,89.47,10.53,94.07,5.93,94.49,5.51,76.35,23.65,85.55,14.45,28.25,94.75,Kamba ADC,0.61,1.75,2.09,6.12,7.57,11.84,12.63,4.11,23.0,5.93,0.0,0.35
ARUNACHAL PRADESH,,2025-26,16.95,73.84,9.21,27.8,64.62,7.59,12.04,65.07,22.88,44.14,44.6,11.26,0.08,51.81,48.11,95.26,4.74,84.61,15.39,89.47,10.53,94.07,5.93,94.49,5.51,76.35,23.65,85.55,14.45,28.25,95.0,Rebo Perging Circle,0.56,2.27,2.33,14.85,10.12,15.37,31.61,5.17,27.41,7.0,0.07,0.33
ARUNACHAL PRADESH,,2025-26,16.95,73.84,9.21,27.8,64.62,7.59,12.04,65.07,22.88,44.14,44.6,11.26,0.08,51.81,48.11,95.26,4.74,84.61,15.39,89.47,10.53,94.07,5.93,94.49,5.51,76.35,23.65,85.55,14.45,28.25,95.25,Katan Circle,1.05,4.35,5.22,36.41,16.07,13.84,52.07,7.22,26.08,10.98,0.62,0.07
ARUNACHAL PRADESH,,2025-26,16.95,73.84,9.21,27.8,64.62,7.59,12.04,65.07,22.88,44.14,44.6,11.26,0.08,51.81,48.11,95.26,4.74,84.61,15.39,89.47,10.53,94.07,5.93,94.49,5.51,76.35,23.65,85.55,14.45,28.25,95.5,Mebo ADC,1.11,4.62,5.71,39.06,16.86,13.57,54.01,7.17,25.39,11.25,0.71,0.05
ARUNACHAL PRADESH,,2025-26,16.95,73.84,9.21,27.8,64.62,7.59,12.04,65.07,22.88,44.14,44.6,11.26,0.08,51.81,48.11,95.26,4.74,84.61,15.39,89.47,10.53,94.07,5.93,94.49,5.51,76.35,23.65,85.55,14.45,28.25,95.75,Roing HQ,0.94,4.21,5.96,35.29,15.51,12.25,45.28,7.16,21.28,9.49,0.69,0.11
ARUNACHAL PRADESH,,2025-26,16.95,73.84,9.21,27.8,64.62,7.59,12.04,65.07,22.88,44.14,44.6,11.26,0.08,51.81,48.11,95.26,4.74,84.61,15.39,89.47,10.53,94.07,5.93,94.49,5.51,76.35,23.65,85.55,14.45,28.25,96.0,Hunli SDO,0.87,3.83,5.86,34.7,14.68,11.77,41.83,7.04,20.15,8.6,0.72,0.16
ARUNACHAL PRADESH,,2025-26,16.95,73.84,9.21,27.8,64.62,7.59,12.04,65.07,22.88,44.14,44.6,11.26,0.08,51.81,48.11,95.26,4.74,84.61,15.39,89.47,10.53,94.07,5.93,94.49,5.51,76.35,23.65,85.55,14.45,28.25,96.25,Desali Circle,0.76,3.33,5.67,33.68,13.59,11.1,37.37,7.12,18.78,7.53,0.74,0.21
ARUNACHAL PRADESH,,2025-26,16.95,73.84,9.21,27.8,64.62,7.59,12.04,65.07,22.88,44.14,44.6,11.26,0.08,51.81,48.11,95.26,4.74,84.61,15.39,89.47,10.53,94.07,5.93,94.49,5.51,76.35,23.65,85.55,14.45,28.25,96.5,Metengliang Circle,0.52,2.33,5.31,30.8,11.48,9.72,27.81,7.42,15.76,5.35,0.75,0.32
ARUNACHAL PRADESH,,2025-26,16.95,73.84,9.21,27.8,64.62,7.59,12.04,65.07,22.88,44.14,44.6,11.26,0.08,51.81,48.11,95.26,4.74,84.61,15.39,89.47,10.53,94.07,5.93,94.49,5.51,76.35,23.65,85.55,14.45,28.25,96.75,Goiliang Circle,0.33,1.54,5.05,28.07,9.79,8.56,19.73,7.64,13.13,3.54,0.75,0.4
ARUNACHAL PRADESH,,2025-26,16.95,73.84,9.21,27.8,64.62,7.59,12.04,65.07,22.88,44.14,44.6,11.26,0.08,51.81,48.11,95.26,4.74,84.61,15.39,89.47,10.53,94.07,5.93,94.49,5.51,76.35,23.65,85.55,14.45,28.25,97.0,Kibithu Circle,0.31,1.47,5.03,27.75,9.62,8.39,18.12,7.66,12.83,3.35,0.75,0.41
ARUNACHAL PRADESH,,2025-26,16.95,73.84,9.21,27.8,64.62,7.59,12.04,65.07,22.88,44.14,44.6,11.26,0.08,51.81,48.11,95.26,4.74,84.61,15.39,89.47,10.53,94.07,5.93,94.49,5.51,76.35,23.65,85.55,14.45,28.25,97.25,Kibithu Circle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARUNACHAL PRADESH,,2025-26,16.95,73.84,9.21,27.8,64.62,7.59,12.04,65.07,22.88,44.14,44.6,11.26,0.08,51.81,48.11,95.26,4.74,84.61,15.39,89.47,10.53,94.07,5.93,94.49,5.51,76.35,23.65,85.55,14.45,28.5,93.25,Taksing Circle,0.72,5.68,7.52,18.7,15.28,8.22,26.6,10.77,10.51,2.87,0.29,0.46
ARUNACHAL PRADESH,,2025-26,16.95,73.84,9.21,27.8,64.62,7.59,12.04,65.07,22.88,44.14,44.6,11.26,0.08,51.81,48.11,95.26,4.74,84.61,15.39,89.47,10.53,94.07,5.93,94.49,5.51,76.35,23.65,85.55,14.45,28.5,93.5,Limeking Circle,0.85,5.78,8.17,17.91,15.11,10.19,26.08,9.94,13.46,3.8,0.25,0.41
ARUNACHAL PRADESH,,2025-26,16.95,73.84,9.21,27.8,64.62,7.59,12.04,65.07,22.88,44.14,44.6,11.26,0.08,51.81,48.11,95.26,4.74,84.61,15.39,89.47,10.53,94.07,5.93,94.49,5.51,76.35,23.65,85.55,14.45,28.5,93.75,Nacho SDO,1.03,5.77,8.86,16.47,14.87,12.74,24.88,8.6,17.97,5.11,0.19,0.34
ARUNACHAL PRADESH,,2025-26,16.95,73.84,9.21,27.8,64.62,7.59,12.04,65.07,22.88,44.14,44.6,11.26,0.08,51.81,48.11,95.26,4.74,84.61,15.39,89.47,10.53,94.07,5.93,94.49,5.51,76.35,23.65,85.55,14.45,28.5,94.0,Siyum ADC,1.45,5.9,10.66,13.63,14.71,17.9,23.31,6.3,27.08,7.8,0.08,0.18
ARUNACHAL PRADESH,,2025-26,16.95,73.84,9.21,27.8,64.62,7.59,12.04,65.07,22.88,44.14,44.6,11.26,0.08,51.81,48.11,95.26,4.74,84.61,15.39,89.47,10.53,94.07,5.93,94.49,5.51,76.35,23.65,85.55,14.45,28.5,94.25,Mechuka ADC,1.48,5.07,9.72,11.11,14.14,20.62,22.33,4.77,32.87,9.37,0.01,0.11
ARUNACHAL PRADESH,,2025-26,16.95,73.84,9.21,27.8,64.62,7.59,12.04,65.07,22.88,44.14,44.6,11.26,0.08,51.81,48.11,95.26,4.74,84.61,15.39,89.47,10.53,94.07,5.93,94.49,5.51,76.35,23.65,85.55,14.45,28.5,94.5,Tato EAC,1.27,4.16,7.69,9.87,12.55,18.21,21.53,4.81,31.04,8.48,0.0,0.19
ARUNACHAL PRADESH,,2025-26,16.95,73.84,9.21,27.8,64.62,7.59,12.04,65.07,22.88,44.14,44.6,11.26,0.08,51.81,48.11,95.26,4.74,84.61,15.39,89.47,10.53,94.07,5.93,94.49,5.51,76.35,23.65,85.55,14.45,28.5,94.75,Boleng ADC,0.9,3.06,4.75,10.98,10.23,15.86,22.63,4.64,28.05,7.22,0.0,0.29
ARUNACHAL PRADESH,,2025-26,16.95,73.84,9.21,27.8,64.62,7.59,12.04,65.07,22.88,44.14,44.6,11.26,0.08,51.81,48.11,95.26,4.74,84.61,15.39,89.47,10.53,94.07,5.93,94.49,5.51,76.35,23.65,85.55,14.45,28.5,95.0,Riga EAC,0.82,3.11,3.66,21.26,12.12,14.91,36.74,5.59,27.51,8.57,0.25,0.23
ARUNACHAL PRADESH,,2025-26,16.95,73.84,9.21,27.8,64.62,7.59,12.04,65.07,22.88,44.14,44.6,11.26,0.08,51.81,48.11,95.26,4.74,84.61,15.39,89.47,10.53,94.07,5.93,94.49,5.51,76.35,23.65,85.55,14.45,28.5,95.25,Mariyang ADC,0.89,3.63,4.27,28.62,13.95,13.97,43.64,6.49,26.05,9.58,0.44,0.16
ARUNACHAL PRADESH,,2025-26,16.95,73.84,9.21,27.8,64.62,7.59,12.04,65.07,22.88,44.14,44.6,11.26,0.08,51.81,48.11,95.26,4.74,84.61,15.39,89.47,10.53,94.07,5.93,94.49,5.51,76.35,23.65,85.55,14.45,28.5,95.5,Dambuk ADC,0.97,4.18,5.23,34.56,15.59,13.84,49.52,6.92,25.0,10.18,0.59,0.11
ARUNACHAL PRADESH,,2025-26,16.95,73.84,9.21,27.8,64.62,7.59,12.04,65.07,22.88,44.14,44.6,11.26,0.08,51.81,48.11,95.26,4.74,84.61,15.39,89.47,10.53,94.07,5.93,94.49,5.51,76.35,23.65,85.55,14.45,28.5,95.75,Anelih,1.0,4.34,5.6,35.87,15.93,13.36,49.53,6.93,23.99,10.25,0.65,0.1
ARUNACHAL PRADESH,,2025-26,16.95,73.84,9.21,27.8,64.62,7.59,12.04,65.07,22.88,44.14,44.6,11.26,0.08,51.81,48.11,95.26,4.74,84.61,15.39,89.47,10.53,94.07,5.93,94.49,5.51,76.35,23.65,85.55,14.45,28.5,96.0,Kronli (Arzoo circle),1.05,4.42,5.92,38.31,16.21,12.76,50.0,7.12,23.23,10.39,0.74,0.08
